id,font_name,family_name,foundry,country,style,weight,optical_size,width,google_equivalent,serif_angle,contrast,x_height_ratio,stroke_width,geometric_index
3132,Rockwell Display Expanded Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Display,Expanded,Arvo,0.5,0.45,0.52,0.15,0.72
3133,Rockwell Display Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Display,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3134,Rockwell Display Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Display,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3135,Rockwell Display Condensed Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Display,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3136,Rockwell Display Condensed Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Display,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3137,Rockwell Display Expanded Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Display,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3138,Rockwell Display Expanded Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Display,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3139,Rockwell Display Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Display,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3140,Rockwell Display Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Display,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3141,Rockwell Display Condensed Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Display,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3142,Rockwell Display Condensed Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Display,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3143,Rockwell Display Expanded Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Display,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3144,Rockwell Display Expanded Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Display,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3145,Rockwell Display SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3146,Rockwell Display SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3147,Rockwell Display Condensed SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3148,Rockwell Display Condensed SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3149,Rockwell Display Expanded SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3150,Rockwell Display Expanded SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3151,Rockwell Display Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3152,Rockwell Display Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3153,Rockwell Display Condensed Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3154,Rockwell Display Condensed Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3155,Rockwell Display Expanded Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3156,Rockwell Display Expanded Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3157,Rockwell Display ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3158,Rockwell Display ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3159,Rockwell Display Condensed ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3160,Rockwell Display Condensed ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3161,Rockwell Display Expanded ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3162,Rockwell Display Expanded ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3163,Rockwell Display Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3164,Rockwell Display Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Display,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3165,Rockwell Display Condensed Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3166,Rockwell Display Condensed Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Display,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3167,Rockwell Display Expanded Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3168,Rockwell Display Expanded Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Display,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3169,Rockwell Headline Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Headline,Normal,Arvo,0.5,0.45,0.58,0.15,0.72
3170,Rockwell Headline Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Headline,Normal,Arvo,0.5,0.45,0.58,0.15,0.72
3171,Rockwell Headline Condensed Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Headline,Condensed,Arvo,0.5,0.45,0.58,0.15,0.45
3172,Rockwell Headline Condensed Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Headline,Condensed,Arvo,0.5,0.45,0.58,0.15,0.45
3173,Rockwell Headline Expanded Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Headline,Expanded,Arvo,0.5,0.45,0.58,0.15,0.72
3174,Rockwell Headline Expanded Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Headline,Expanded,Arvo,0.5,0.45,0.58,0.15,0.72
3175,Rockwell Headline Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Headline,Normal,Arvo,0.5,0.45,0.58,0.15,0.72
3176,Rockwell Headline Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Headline,Normal,Arvo,0.5,0.45,0.58,0.15,0.72
3177,Rockwell Headline Condensed Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Headline,Condensed,Arvo,0.5,0.45,0.58,0.15,0.45
3178,Rockwell Headline Condensed Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Headline,Condensed,Arvo,0.5,0.45,0.58,0.15,0.45
3179,Rockwell Headline Expanded Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Headline,Expanded,Arvo,0.5,0.45,0.58,0.15,0.72
3180,Rockwell Headline Expanded Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Headline,Expanded,Arvo,0.5,0.45,0.58,0.15,0.72
3181,Rockwell Headline Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Headline,Normal,Arvo,0.5,0.45,0.58,0.5,0.72
3182,Rockwell Headline Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Headline,Normal,Arvo,0.5,0.45,0.58,0.5,0.72
3183,Rockwell Headline Condensed Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Headline,Condensed,Arvo,0.5,0.45,0.58,0.5,0.45
3184,Rockwell Headline Condensed Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Headline,Condensed,Arvo,0.5,0.45,0.58,0.5,0.45
3185,Rockwell Headline Expanded Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Headline,Expanded,Arvo,0.5,0.45,0.58,0.5,0.72
3186,Rockwell Headline Expanded Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Headline,Expanded,Arvo,0.5,0.45,0.58,0.5,0.72
3187,Rockwell Headline Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Headline,Normal,Arvo,0.5,0.45,0.58,0.5,0.72
3188,Rockwell Headline Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Headline,Normal,Arvo,0.5,0.45,0.58,0.5,0.72
3189,Rockwell Headline Condensed Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Headline,Condensed,Arvo,0.5,0.45,0.58,0.5,0.45
3190,Rockwell Headline Condensed Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Headline,Condensed,Arvo,0.5,0.45,0.58,0.5,0.45
3191,Rockwell Headline Expanded Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Headline,Expanded,Arvo,0.5,0.45,0.58,0.5,0.72
3192,Rockwell Headline Expanded Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Headline,Expanded,Arvo,0.5,0.45,0.58,0.5,0.72
3193,Rockwell Headline SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3194,Rockwell Headline SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3195,Rockwell Headline Condensed SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3196,Rockwell Headline Condensed SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3197,Rockwell Headline Expanded SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3198,Rockwell Headline Expanded SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3199,Rockwell Headline Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3200,Rockwell Headline Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3201,Rockwell Headline Condensed Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3202,Rockwell Headline Condensed Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3203,Rockwell Headline Expanded Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3204,Rockwell Headline Expanded Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3205,Rockwell Headline ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3206,Rockwell Headline ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3207,Rockwell Headline Condensed ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3208,Rockwell Headline Condensed ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3209,Rockwell Headline Expanded ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3210,Rockwell Headline Expanded ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3211,Rockwell Headline Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3212,Rockwell Headline Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Headline,Normal,Arvo,0.5,0.45,0.58,0.85,0.72
3213,Rockwell Headline Condensed Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3214,Rockwell Headline Condensed Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Headline,Condensed,Arvo,0.5,0.45,0.58,0.85,0.45
3215,Rockwell Headline Expanded Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3216,Rockwell Headline Expanded Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Headline,Expanded,Arvo,0.5,0.45,0.58,0.85,0.72
3217,Rockwell Poster Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Poster,Normal,Arvo,0.5,0.45,0.52,0.15,0.72
3218,Rockwell Poster Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Poster,Normal,Arvo,0.5,0.45,0.52,0.15,0.72
3219,Rockwell Poster Condensed Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Poster,Condensed,Arvo,0.5,0.45,0.52,0.15,0.45
3220,Rockwell Poster Condensed Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Poster,Condensed,Arvo,0.5,0.45,0.52,0.15,0.45
3221,Rockwell Poster Expanded Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Poster,Expanded,Arvo,0.5,0.45,0.52,0.15,0.72
3222,Rockwell Poster Expanded Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Poster,Expanded,Arvo,0.5,0.45,0.52,0.15,0.72
3223,Rockwell Poster Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Poster,Normal,Arvo,0.5,0.45,0.52,0.15,0.72
3224,Rockwell Poster Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Poster,Normal,Arvo,0.5,0.45,0.52,0.15,0.72
3225,Rockwell Poster Condensed Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Poster,Condensed,Arvo,0.5,0.45,0.52,0.15,0.45
3226,Rockwell Poster Condensed Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Poster,Condensed,Arvo,0.5,0.45,0.52,0.15,0.45
3227,Rockwell Poster Expanded Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Poster,Expanded,Arvo,0.5,0.45,0.52,0.15,0.72
3228,Rockwell Poster Expanded Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Poster,Expanded,Arvo,0.5,0.45,0.52,0.15,0.72
3229,Rockwell Poster Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Poster,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3230,Rockwell Poster Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Poster,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3231,Rockwell Poster Condensed Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Poster,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3232,Rockwell Poster Condensed Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Poster,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3233,Rockwell Poster Expanded Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Poster,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3234,Rockwell Poster Expanded Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Poster,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3235,Rockwell Poster Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Poster,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3236,Rockwell Poster Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Poster,Normal,Arvo,0.5,0.45,0.52,0.5,0.72
3237,Rockwell Poster Condensed Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Poster,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3238,Rockwell Poster Condensed Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Poster,Condensed,Arvo,0.5,0.45,0.52,0.5,0.45
3239,Rockwell Poster Expanded Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Poster,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3240,Rockwell Poster Expanded Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Poster,Expanded,Arvo,0.5,0.45,0.52,0.5,0.72
3241,Rockwell Poster SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3242,Rockwell Poster SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3243,Rockwell Poster Condensed SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3244,Rockwell Poster Condensed SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3245,Rockwell Poster Expanded SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3246,Rockwell Poster Expanded SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3247,Rockwell Poster Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3248,Rockwell Poster Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3249,Rockwell Poster Condensed Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3250,Rockwell Poster Condensed Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3251,Rockwell Poster Expanded Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3252,Rockwell Poster Expanded Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3253,Rockwell Poster ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3254,Rockwell Poster ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3255,Rockwell Poster Condensed ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3256,Rockwell Poster Condensed ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3257,Rockwell Poster Expanded ExtraBold,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3258,Rockwell Poster Expanded ExtraBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,ExtraBold 800,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3259,Rockwell Poster Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3260,Rockwell Poster Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Poster,Normal,Arvo,0.5,0.45,0.52,0.85,0.72
3261,Rockwell Poster Condensed Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3262,Rockwell Poster Condensed Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Poster,Condensed,Arvo,0.5,0.45,0.52,0.85,0.45
3263,Rockwell Poster Expanded Black,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3264,Rockwell Poster Expanded Black Italic,Rockwell,Monotype,"Salfords, UK",Slab,Black 900,Poster,Expanded,Arvo,0.5,0.45,0.52,0.85,0.72
3265,Rockwell Micro Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Micro,Normal,Arvo,0.5,0.45,0.7,0.15,0.72
3266,Rockwell Micro Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Micro,Normal,Arvo,0.5,0.45,0.7,0.15,0.72
3267,Rockwell Micro Condensed Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Micro,Condensed,Arvo,0.5,0.45,0.7,0.15,0.45
3268,Rockwell Micro Condensed Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Micro,Condensed,Arvo,0.5,0.45,0.7,0.15,0.45
3269,Rockwell Micro Expanded Thin,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Micro,Expanded,Arvo,0.5,0.45,0.7,0.15,0.72
3270,Rockwell Micro Expanded Thin Italic,Rockwell,Monotype,"Salfords, UK",Slab,Thin 100,Micro,Expanded,Arvo,0.5,0.45,0.7,0.15,0.72
3271,Rockwell Micro Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Micro,Normal,Arvo,0.5,0.45,0.7,0.15,0.72
3272,Rockwell Micro Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Micro,Normal,Arvo,0.5,0.45,0.7,0.15,0.72
3273,Rockwell Micro Condensed Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Micro,Condensed,Arvo,0.5,0.45,0.7,0.15,0.45
3274,Rockwell Micro Condensed Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Micro,Condensed,Arvo,0.5,0.45,0.7,0.15,0.45
3275,Rockwell Micro Expanded Light,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Micro,Expanded,Arvo,0.5,0.45,0.7,0.15,0.72
3276,Rockwell Micro Expanded Light Italic,Rockwell,Monotype,"Salfords, UK",Slab,Light 300,Micro,Expanded,Arvo,0.5,0.45,0.7,0.15,0.72
3277,Rockwell Micro Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Micro,Normal,Arvo,0.5,0.45,0.7,0.5,0.72
3278,Rockwell Micro Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Micro,Normal,Arvo,0.5,0.45,0.7,0.5,0.72
3279,Rockwell Micro Condensed Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Micro,Condensed,Arvo,0.5,0.45,0.7,0.5,0.45
3280,Rockwell Micro Condensed Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Micro,Condensed,Arvo,0.5,0.45,0.7,0.5,0.45
3281,Rockwell Micro Expanded Regular,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Micro,Expanded,Arvo,0.5,0.45,0.7,0.5,0.72
3282,Rockwell Micro Expanded Regular Italic,Rockwell,Monotype,"Salfords, UK",Slab,Regular 400,Micro,Expanded,Arvo,0.5,0.45,0.7,0.5,0.72
3283,Rockwell Micro Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Micro,Normal,Arvo,0.5,0.45,0.7,0.5,0.72
3284,Rockwell Micro Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Micro,Normal,Arvo,0.5,0.45,0.7,0.5,0.72
3285,Rockwell Micro Condensed Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Micro,Condensed,Arvo,0.5,0.45,0.7,0.5,0.45
3286,Rockwell Micro Condensed Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Micro,Condensed,Arvo,0.5,0.45,0.7,0.5,0.45
3287,Rockwell Micro Expanded Medium,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Micro,Expanded,Arvo,0.5,0.45,0.7,0.5,0.72
3288,Rockwell Micro Expanded Medium Italic,Rockwell,Monotype,"Salfords, UK",Slab,Medium 500,Micro,Expanded,Arvo,0.5,0.45,0.7,0.5,0.72
3289,Rockwell Micro SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Micro,Normal,Arvo,0.5,0.45,0.7,0.85,0.72
3290,Rockwell Micro SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Micro,Normal,Arvo,0.5,0.45,0.7,0.85,0.72
3291,Rockwell Micro Condensed SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Micro,Condensed,Arvo,0.5,0.45,0.7,0.85,0.45
3292,Rockwell Micro Condensed SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Micro,Condensed,Arvo,0.5,0.45,0.7,0.85,0.45
3293,Rockwell Micro Expanded SemiBold,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Micro,Expanded,Arvo,0.5,0.45,0.7,0.85,0.72
3294,Rockwell Micro Expanded SemiBold Italic,Rockwell,Monotype,"Salfords, UK",Slab,SemiBold 600,Micro,Expanded,Arvo,0.5,0.45,0.7,0.85,0.72
3295,Rockwell Micro Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Micro,Normal,Arvo,0.5,0.45,0.7,0.85,0.72
3296,Rockwell Micro Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Micro,Normal,Arvo,0.5,0.45,0.7,0.85,0.72
3297,Rockwell Micro Condensed Bold,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Micro,Condensed,Arvo,0.5,0.45,0.7,0.85,0.45
3298,Rockwell Micro Condensed Bold Italic,Rockwell,Monotype,"Salfords, UK",Slab,Bold 700,Micro,Condensed,Arvo,0.5,0.45,0.7,0.85,0.45
